MA_KENH_BAN,MA_SAN_PHAM,GIA,VAT,AP_DUNG_TU,NGUON
DC0001,575,55000.0,10.0,2022-07-19 00:00:00,V2
DC0001,576,55000.0,10.0,2022-07-19 00:00:00,V2
DC0001,577,55000.0,10.0,2022-07-19 00:00:00,V2
DC0001,578,55000.0,10.0,2022-07-19 00:00:00,V2
DC0001,580,55000.0,10.0,2022-07-19 00:00:00,V2
DC0001,581,60000.0,10.0,2022-07-19 00:00:00,V2
DC0001,585,62000.0,10.0,2022-07-19 00:00:00,V2
DC0001,586,59000.0,10.0,2022-07-19 00:00:00,V2
DC0001,587,62000.0,10.0,2022-07-19 00:00:00,V2
DC0001,588,62000.0,10.0,2022-07-19 00:00:00,V2
DC0001,589,53000.0,10.0,2022-07-19 00:00:00,V2
DC0001,590,57000.0,10.0,2022-07-19 00:00:00,V2
DC0001,591,52000.0,10.0,2022-07-19 00:00:00,V2
DC0001,592,59000.0,10.0,2022-07-19 00:00:00,V2
DC0001,593,55000.0,10.0,2022-07-19 00:00:00,V2
DC0001,594,55000.0,10.0,2022-07-19 00:00:00,V2
DC0001,595,59000.0,10.0,2022-07-19 00:00:00,V2
DC0001,597,53000.0,10.0,2022-07-19 00:00:00,V2
DC0001,598,60000.0,10.0,2022-07-19 00:00:00,V2
DC0001,599,52000.0,10.0,2022-07-19 00:00:00,V2
DC0001,600,55000.0,10.0,2022-07-19 00:00:00,V2
DC0001,600128,6200.0,10.0,2019-01-25 00:00:00,V2
DC0001,600142,6200.0,10.0,2019-01-30 00:00:00,V2
DC0001,600142,6600.0,10.0,2019-06-01 00:00:00,V2
DC0001,600142,6200.0,10.0,2019-11-01 00:00:00,V2
DC0001,600142,7400.0,10.0,2021-07-16 00:00:00,V2
DC0001,600142,7300.0,10.0,2022-02-01 00:00:00,V2
DC0001,600142,7400.0,10.0,2023-01-01 00:00:00,V2
DC0001,600143,6200.0,10.0,2019-10-24 00:00:00,V2
DC0001,600173,6200.0,10.0,2019-01-25 00:00:00,V2
DC0001,600180,6200.0,10.0,2019-01-30 00:00:00,V2
DC0001,600180,6600.0,10.0,2019-06-01 00:00:00,V2
DC0001,600180,6200.0,10.0,2019-11-01 00:00:00,V2
DC0001,600180,7400.0,10.0,2021-07-16 00:00:00,V2
DC0001,600180,7300.0,10.0,2022-02-01 00:00:00,V2
DC0001,600357,8000.0,10.0,2019-01-25 00:00:00,V2
DC0001,600358,8000.0,10.0,2019-01-30 00:00:00,V2
DC0001,600358,8400.0,10.0,2019-06-01 00:00:00,V2
DC0001,600358,8000.0,10.0,2019-11-01 00:00:00,V2
DC0001,600358,9300.0,10.0,2022-02-01 00:00:00,V2
DC0001,600360,8000.0,10.0,2020-02-01 00:00:00,V2
DC0001,600360,9300.0,10.0,2022-02-01 00:00:00,V2
DC0001,600678,8500.0,10.0,2019-05-08 00:00:00,V2
DC0001,600678,8000.0,10.0,2019-11-01 00:00:00,V2
DC0001,600678,9300.0,10.0,2022-02-01 00:00:00,V2
DC0001,600679,8000.0,10.0,2020-05-08 00:00:00,V2
DC0001,600679,9300.0,10.0,2022-02-01 00:00:00,V2
DC0001,600692,8500.0,10.0,2019-05-08 00:00:00,V2
DC0001,600692,8000.0,10.0,2019-11-01 00:00:00,V2
DC0001,600692,9300.0,10.0,2022-02-01 00:00:00,V2
DC0001,600693,8000.0,10.0,2019-12-28 00:00:00,V2
DC0001,600693,9300.0,10.0,2022-02-01 00:00:00,V2
DC0001,600708,9000.0,10.0,2019-01-25 00:00:00,V2
DC0001,600708,9600.0,10.0,2019-06-01 00:00:00,V2
DC0001,600708,9000.0,10.0,2019-11-01 00:00:00,V2
DC0001,600708,10700.0,10.0,2022-02-01 00:00:00,V2
DC0001,600715,9000.0,10.0,2020-03-27 00:00:00,V2
DC0001,600715,10800.0,10.0,2021-07-16 00:00:00,V2
DC0001,600715,10700.0,10.0,2022-02-01 00:00:00,V2
DC0001,600715,10800.0,10.0,2023-01-01 00:00:00,V2
DC0001,600716,9000.0,10.0,2019-12-28 00:00:00,V2
DC0001,600739,8000.0,10.0,2020-06-23 00:00:00,V2
DC0001,600739,9400.0,10.0,2021-07-16 00:00:00,V2
DC0001,600739,9300.0,10.0,2022-02-01 00:00:00,V2
DC0001,600740,8000.0,10.0,2020-12-31 00:00:00,V2
DC0001,600740,9300.0,10.0,2022-02-01 00:00:00,V2
DC0001,600746,8000.0,10.0,2020-07-16 00:00:00,V2
DC0001,600746,9400.0,10.0,2021-07-16 00:00:00,V2
DC0001,600746,9300.0,10.0,2022-02-01 00:00:00,V2
DC0001,600807,8000.0,10.0,2020-08-31 00:00:00,V2
DC0001,600807,9400.0,10.0,2021-07-16 00:00:00,V2
DC0001,600807,9300.0,10.0,2022-02-01 00:00:00,V2
DC0001,603,65000.0,10.0,2022-07-19 00:00:00,V2
DC0001,608,295000.0,10.0,2022-07-19 00:00:00,V2
DC0001,608,295000.0,8.0,2023-08-10 00:00:00,V2
DC0001,611,250000.0,10.0,2022-07-19 00:00:00,V2
DC0001,611,250000.0,8.0,2023-08-10 00:00:00,V2
DC0001,612,55000.0,10.0,2022-07-19 00:00:00,V2
DC0001,612,55000.0,8.0,2023-08-10 00:00:00,V2
DC0001,619,65000.0,10.0,2022-07-19 00:00:00,V2
DC0001,622,65000.0,10.0,2022-07-19 00:00:00,V2
DC0001,623,72000.0,10.0,2022-07-19 00:00:00,V2
DC0001,627,69000.0,10.0,2022-07-19 00:00:00,V2
DC0001,628,75000.0,10.0,2022-07-19 00:00:00,V2
DC0001,629,67000.0,10.0,2022-07-19 00:00:00,V2
DC0001,631,65000.0,10.0,2022-07-19 00:00:00,V2
DC0001,632,65000.0,10.0,2022-07-19 00:00:00,V2
DC0001,635,62000.0,10.0,2022-07-19 00:00:00,V2
DC0001,636,62000.0,10.0,2022-07-19 00:00:00,V2
DC0001,637,72000.0,10.0,2022-07-19 00:00:00,V2
DC0001,638,72000.0,10.0,2022-07-19 00:00:00,V2
DC0001,639,75000.0,10.0,2022-07-19 00:00:00,V2
DC0001,640018,3000.0,10.0,2019-01-30 00:00:00,V2
DC0001,640018,3300.0,10.0,2019-05-15 00:00:00,V2
DC0001,640018,3200.0,10.0,2019-11-01 00:00:00,V2
DC0001,640018,3300.0,10.0,2021-07-16 00:00:00,V2
DC0001,640018,3250.0,10.0,2022-02-01 00:00:00,V2
DC0001,640018,3300.0,10.0,2023-01-01 00:00:00,V2
DC0001,640019,3300.0,10.0,2019-10-08 00:00:00,V2
DC0001,640019,3200.0,10.0,2019-11-01 00:00:00,V2
DC0001,640019,3250.0,10.0,2022-02-01 00:00:00,V2
DC0001,640019,3300.0,10.0,2023-01-01 00:00:00,V2
DC0001,64025144,22000.0,10.0,2017-03-03 00:00:00,V2
DC0001,641,75000.0,10.0,2022-07-19 00:00:00,V2
DC0001,643,60000.0,10.0,2022-07-19 00:00:00,V2
DC0001,644,60000.0,10.0,2022-07-19 00:00:00,V2
DC0001,645,67000.0,10.0,2022-07-19 00:00:00,V2
DC0001,646,65000.0,10.0,2022-07-19 00:00:00,V2
DC0001,647,65000.0,10.0,2022-07-19 00:00:00,V2
DC0001,649,65000.0,10.0,2022-07-19 00:00:00,V2
DC0001,653,335000.0,10.0,2022-07-19 00:00:00,V2
DC0001,653,345000.0,8.0,2023-08-10 00:00:00,V2
DC0001,654,345000.0,10.0,2022-07-19 00:00:00,V2
DC0001,654,365000.0,8.0,2023-08-10 00:00:00,V2
DC0001,655,295000.0,8.0,2023-08-10 00:00:00,V2
DC0001,657,295000.0,10.0,2022-07-19 00:00:00,V2
DC0001,657,295000.0,8.0,2023-08-10 00:00:00,V2
DC0001,658,295000.0,10.0,2022-07-19 00:00:00,V2
DC0001,658,295000.0,8.0,2023-08-10 00:00:00,V2
DC0001,660,600000.0,10.0,2022-07-19 00:00:00,V2
DC0001,660,600000.0,8.0,2023-08-10 00:00:00,V2
DC0001,660017,5500.0,10.0,2019-01-25 00:00:00,V2
DC0001,660017,5700.0,10.0,2019-06-01 00:00:00,V2
DC0001,660017,5500.0,10.0,2019-11-01 00:00:00,V2
DC0001,660017,6400.0,10.0,2021-07-16 00:00:00,V2
DC0001,660017,6300.0,10.0,2022-02-01 00:00:00,V2
DC0001,660017,6400.0,10.0,2023-01-01 00:00:00,V2
DC0001,660018,3000.0,10.0,2019-01-25 00:00:00,V2
DC0001,660018,5700.0,10.0,2019-10-08 00:00:00,V2
DC0001,660018,5500.0,10.0,2019-11-01 00:00:00,V2
DC0001,660018,6300.0,10.0,2022-02-01 00:00:00,V2
DC0001,661,600000.0,10.0,2022-07-19 00:00:00,V2
DC0001,661,600000.0,8.0,2023-08-10 00:00:00,V2
DC0001,668,20000.0,10.0,2022-07-19 00:00:00,V2
DC0001,668,20000.0,8.0,2023-08-10 00:00:00,V2
DC0001,670,20000.0,10.0,2022-07-19 00:00:00,V2
DC0001,670,20000.0,8.0,2023-08-10 00:00:00,V2
DC0001,67021625,179000.0,10.0,2017-03-03 00:00:00,V2
DC0001,67021632,179000.0,10.0,2017-03-03 00:00:00,V2
DC0001,67042996,55000.0,10.0,2017-03-03 00:00:00,V2
DC0001,67061041,27000.0,10.0,2017-03-03 00:00:00,V2
DC0001,67066362,18000.0,10.0,2017-03-03 00:00:00,V2
DC0001,67072184,95000.0,10.0,2017-03-03 00:00:00,V2
DC0001,67072717,112000.0,10.0,2017-03-03 00:00:00,V2
DC0001,67077663,33000.0,10.0,2017-03-03 00:00:00,V2
DC0001,67077751,25000.0,10.0,2017-03-03 00:00:00,V2
DC0001,67077753,65000.0,10.0,2017-03-03 00:00:00,V2
DC0001,671,30000.0,10.0,2022-07-19 00:00:00,V2
DC0001,671,30000.0,8.0,2023-08-10 00:00:00,V2
DC0001,674,30000.0,10.0,2022-07-19 00:00:00,V2
DC0001,674,30000.0,8.0,2023-08-10 00:00:00,V2
DC0001,675,30000.0,10.0,2022-07-19 00:00:00,V2
DC0001,675,30000.0,8.0,2023-08-10 00:00:00,V2
DC0001,676,77000.0,10.0,2022-07-19 00:00:00,V2
DC0001,676,77000.0,8.0,2023-08-10 00:00:00,V2
DC0001,677,295000.0,10.0,2022-07-19 00:00:00,V2
DC0001,677,295000.0,8.0,2023-08-10 00:00:00,V2
DC0001,679,99000.0,10.0,2022-07-19 00:00:00,V2
DC0001,679,99000.0,8.0,2023-08-10 00:00:00,V2
DC0001,681,99000.0,10.0,2022-07-19 00:00:00,V2
DC0001,681,99000.0,8.0,2023-08-10 00:00:00,V2
DC0001,684,48000.0,10.0,2022-07-19 00:00:00,V2
DC0001,684,48000.0,8.0,2023-08-10 00:00:00,V2
DC0001,686,295000.0,10.0,2022-07-19 00:00:00,V2
DC0001,686,295000.0,8.0,2023-08-10 00:00:00,V2
DC0001,6862,317736.0,10.0,2022-08-16 00:00:00,V2
DC0001,687,325000.0,8.0,2023-08-10 00:00:00,V2
DC0001,687A,373000.0,8.0,2023-08-21 00:00:00,V2
DC0001,688,275000.0,10.0,2022-07-19 00:00:00,V2
DC0001,688,275000.0,8.0,2023-08-10 00:00:00,V2
DC0001,689,295000.0,10.0,2022-07-19 00:00:00,V2
DC0001,689,295000.0,8.0,2023-08-10 00:00:00,V2
DC0001,690,595000.0,10.0,2022-07-19 00:00:00,V2
DC0001,690,595000.0,8.0,2023-08-10 00:00:00,V2
DC0001,691,950000.0,10.0,2022-07-19 00:00:00,V2
DC0001,691,975000.0,8.0,2023-08-10 00:00:00,V2
DC0001,691A,900000.0,8.0,2023-09-11 00:00:00,V2
DC0001,695,235000.0,10.0,2022-07-19 00:00:00,V2
DC0001,695,235000.0,8.0,2023-08-10 00:00:00,V2
DC0001,696,245000.0,8.0,2023-08-10 00:00:00,V2
DC0001,697,595000.0,10.0,2022-07-19 00:00:00,V2
DC0001,697,595000.0,8.0,2023-08-10 00:00:00,V2
DC0001,700,450000.0,10.0,2022-07-19 00:00:00,V2
DC0001,700,450000.0,8.0,2023-08-10 00:00:00,V2
DC0001,704701,49000.0,10.0,2020-02-28 00:00:00,V2
DC0001,711718,49000.0,10.0,2020-02-28 00:00:00,V2
DC0001,717069,9500.0,10.0,2019-07-15 00:00:00,V2
DC0001,717069,10000.0,10.0,2020-09-22 00:00:00,V2
DC0001,717069,10900.0,10.0,2020-12-12 00:00:00,V2
DC0001,717069,15500.0,10.0,2023-04-11 00:00:00,V2
DC0001,717069,10900.0,10.0,2023-05-08 00:00:00,V2
DC0001,717069,10900.0,5.0,2023-08-01 00:00:00,V2
DC0001,717205,19000.0,10.0,2020-09-22 00:00:00,V2
DC0001,717205,21000.0,10.0,2020-12-12 00:00:00,V2
DC0001,717205,30500.0,10.0,2023-04-11 00:00:00,V2
DC0001,717205,21000.0,10.0,2023-05-08 00:00:00,V2
DC0001,717205,21000.0,5.0,2023-08-01 00:00:00,V2
DC0001,733025,18500.0,10.0,2019-06-25 00:00:00,V2
DC0001,733025,18900.0,10.0,2020-12-12 00:00:00,V2
DC0001,733025,25000.0,10.0,2021-06-01 00:00:00,V2
DC0001,733025,27000.0,10.0,2021-08-01 00:00:00,V2
DC0001,733025,31000.0,10.0,2022-01-20 00:00:00,V2
DC0001,733025,27000.0,10.0,2022-01-21 00:00:00,V2
DC0001,733025,30500.0,10.0,2023-04-11 00:00:00,V2
DC0001,733025,27000.0,10.0,2023-05-08 00:00:00,V2
DC0001,733025,27000.0,5.0,2023-08-01 00:00:00,V2
DC0001,7708,180000.0,10.0,2020-11-05 00:00:00,V2
DC0001,773018,21500.0,10.0,2019-06-25 00:00:00,V2
DC0001,773056,9500.0,10.0,2019-07-02 00:00:00,V2
DC0001,773056,9900.0,10.0,2020-12-12 00:00:00,V2
DC0001,773056,13000.0,10.0,2021-06-01 00:00:00,V2
DC0001,773056,15500.0,10.0,2022-01-20 00:00:00,V2
DC0001,773056,13000.0,10.0,2022-01-21 00:00:00,V2
DC0001,773056,15500.0,10.0,2023-04-11 00:00:00,V2
DC0001,773056,13000.0,10.0,2023-05-08 00:00:00,V2
DC0001,773056,13000.0,5.0,2023-08-01 00:00:00,V2
DC0001,8280,180000.0,10.0,2020-11-05 00:00:00,V2
DC0001,8280,205860.0,10.0,2021-02-22 00:00:00,V2
DC0001,8280,338800.0,10.0,2022-02-01 00:00:00,V2
DC0001,8285,180000.0,10.0,2020-11-05 00:00:00,V2
DC0001,8286,180000.0,10.0,2020-11-05 00:00:00,V2
DC0001,8288,180000.0,10.0,2020-11-05 00:00:00,V2
DC0001,838834,45000.0,10.0,2018-07-04 00:00:00,V2
DC0001,840199,99000.0,10.0,2019-07-29 00:00:00,V2
DC0001,840205,99000.0,10.0,2019-07-29 00:00:00,V2
DC0001,8505,180000.0,10.0,2020-11-05 00:00:00,V2
DC0001,8505,212903.0,10.0,2021-02-22 00:00:00,V2
DC0001,8505,338800.0,10.0,2022-02-01 00:00:00,V2
DC0001,8506,180000.0,10.0,2020-11-05 00:00:00,V2
DC0001,8506,212903.0,10.0,2021-02-22 00:00:00,V2
DC0001,8506,338800.0,10.0,2022-02-01 00:00:00,V2
DC0001,8532,200000.0,10.0,2020-11-05 00:00:00,V2
DC0001,8532,223840.0,10.0,2021-02-22 00:00:00,V2
DC0001,8532,368200.0,10.0,2022-02-01 00:00:00,V2
DC0001,8793,180000.0,10.0,2020-11-05 00:00:00,V2
DC0001,8793,220011.0,10.0,2021-02-22 00:00:00,V2
DC0001,8793,368200.0,10.0,2022-02-01 00:00:00,V2
DC0001,8813,200000.0,10.0,2020-11-05 00:00:00,V2
DC0001,8814,200000.0,10.0,2020-11-05 00:00:00,V2
DC0001,8814,223840.0,10.0,2021-02-22 00:00:00,V2
DC0001,8814,368200.0,10.0,2022-02-01 00:00:00,V2
DC0001,893608,79000.0,10.0,2019-04-24 00:00:00,V2
DC0001,929926,29000.0,10.0,2018-07-04 00:00:00,V2
DC0001,936933,29000.0,10.0,2018-07-04 00:00:00,V2
DC0001,991948,1.0,10.0,2019-04-26 00:00:00,V2
DC0001,AK,270000.0,10.0,2020-08-25 00:00:00,V2
DC0001,AQUAX05,2800.0,10.0,2020-07-27 00:00:00,V2
DC0001,ARC020401,122000.0,10.0,2021-09-24 00:00:00,V2
DC0001,ARD021101,56000.0,10.0,2021-09-24 00:00:00,V2
DC0001,ARP021401,99000.0,10.0,2021-09-24 00:00:00,V2
DC0001,B05101,0.0,8.0,2023-08-10 00:00:00,V2
DC0001,B05102,0.0,8.0,2023-08-10 00:00:00,V2
DC0001,B05104,0.0,10.0,2020-08-27 00:00:00,V2
DC0001,B05105,0.0,10.0,2020-08-27 00:00:00,V2
DC0001,B05107,4400.0,10.0,2021-09-10 00:00:00,V2
DC0001,B05110,0.0,10.0,2022-07-19 00:00:00,V2
DC0001,B05112,0.0,10.0,2022-07-19 00:00:00,V2
DC0001,B11170,0.0,8.0,2023-08-10 00:00:00,V2
DC0001,BANGRON,0.0,10.0,2015-08-03 00:00:00,V2
DC0001,BANGRON,1.0,10.0,2016-09-14 00:00:00,V2
DC0001,BANGRON,0.0,10.0,2016-09-15 00:00:00,V2
DC0001,BC100,21450.0,10.0,2021-10-28 00:00:00,V2
DC0001,BC250,35200.0,10.0,2021-10-28 00:00:00,V2
DC0001,BC500,62590.0,10.0,2021-10-28 00:00:00,V2
DC0001,BC60,19580.0,10.0,2021-10-28 00:00:00,V2
DC0001,BD110101,39000.0,10.0,2019-01-07 00:00:00,V2
DC0001,BINHNUOC19L,40000.0,10.0,2020-07-27 00:00:00,V2
DC0001,BINHTHGIO6,372000.0,10.0,2020-01-31 00:00:00,V2
DC0001,BINHTHUGIO5,217000.0,10.0,2020-01-31 00:00:00,V2
DC0001,BMHOP2,0.0,10.0,2021-08-17 00:00:00,V2
DC0001,BMHOP4,0.0,10.0,2021-08-17 00:00:00,V2
DC0001,BNINHGIO5,338000.0,10.0,2020-01-17 00:00:00,V2
DC0001,BNINHGIO6,468000.0,10.0,2020-01-17 00:00:00,V2
DC0001,BNVT020001,89000.0,10.0,2022-09-21 00:00:00,V2
DC0001,BOTCANH01,4000.0,10.0,2018-05-04 00:00:00,V2
DC0001,BOTCANH01,3950.0,10.0,2022-02-01 00:00:00,V2
DC0001,BOTCANH01,4000.0,10.0,2023-01-01 00:00:00,V2
DC0001,BOTCANH02,3800.0,10.0,2018-07-23 00:00:00,V2
DC0001,BOTCANH02,3500.0,10.0,2019-11-01 00:00:00,V2
DC0001,BOTCANH02,3450.0,10.0,2022-02-01 00:00:00,V2
DC0001,BOTCANH02,3500.0,10.0,2023-01-01 00:00:00,V2
DC0001,BOTCANH02,3450.0,10.0,2023-07-01 00:00:00,V2
DC0001,BOTCANH02,3450.0,8.0,2023-08-01 00:00:00,V2
DC0001,BOTCANH03,15900.0,10.0,2019-11-07 00:00:00,V2
DC0001,BOTCANH03,16500.0,10.0,2019-11-21 00:00:00,V2
DC0001,BOTCANH03,16200.0,10.0,2022-02-01 00:00:00,V2
DC0001,BOTCANH03,16500.0,10.0,2023-01-01 00:00:00,V2
DC0001,BOTCANH03,16200.0,10.0,2023-07-01 00:00:00,V2
DC0001,BOTCANH03,16200.0,8.0,2023-08-01 00:00:00,V2
DC0001,BTBGIZ3902,149000.0,10.0,2023-08-07 00:00:00,V2
DC0001,BTBQAD0001,48000.0,8.0,2023-12-04 00:00:00,V2
DC0001,BTBQAD0002,48000.0,8.0,2023-12-04 00:00:00,V2
DC0001,BTBQAD0003,0.0,8.0,2024-01-19 00:00:00,V2
DC0001,BTBQAR0001,68000.0,8.0,2023-12-11 00:00:00,V2
DC0001,BTBQBB0001,0.0,8.0,2023-12-29 00:00:00,V2
DC0001,BTBQBG0001,56000.0,8.0,2023-12-11 00:00:00,V2
DC0001,BTBQBL0001,0.0,8.0,2024-01-19 00:00:00,V2
DC0001,BTBQCE0002,0.0,8.0,2023-12-18 00:00:00,V2
DC0001,BTBQCE0003,0.0,8.0,2024-01-16 00:00:00,V2
DC0001,BTBQCE0005,0.0,8.0,2024-01-24 00:00:00,V2
DC0001,BTBQCL0001,56000.0,8.0,2023-12-11 00:00:00,V2
DC0001,BTBQDA0001,0.0,8.0,2024-01-19 00:00:00,V2
DC0001,BTBQGW0001,0.0,8.0,2024-01-15 00:00:00,V2
DC0001,BTBQHC0006,44500.0,8.0,2023-12-11 00:00:00,V2
DC0001,BTBQHC0007,27000.0,8.0,2023-12-11 00:00:00,V2
DC0001,BTBQHC0008,48000.0,8.0,2023-12-11 00:00:00,V2
DC0001,BTBQHC0009,57500.0,8.0,2023-12-11 00:00:00,V2
DC0001,BTBQLS0001,91500.0,8.0,2023-12-04 00:00:00,V2
DC0001,BTBQLS0002,91500.0,8.0,2023-12-04 00:00:00,V2
DC0001,BTBQLS0003,0.0,8.0,2023-12-29 00:00:00,V2
DC0001,BTBQRT0003,32000.0,8.0,2023-12-04 00:00:00,V2
DC0001,BTBQRT0003,59000.0,8.0,2023-12-11 00:00:00,V2
DC0001,BTBQRT0003,32000.0,8.0,2023-12-12 00:00:00,V2
DC0001,BTBQRT0004,32000.0,8.0,2023-12-11 00:00:00,V2
DC0001,BTBQRT005,59000.0,8.0,2023-12-12 00:00:00,V2
DC0001,BTBXKJ0001,69000.0,8.0,2023-12-11 00:00:00,V2
DC0001,BTCBDA0002,50000.0,8.0,2024-03-18 00:00:00,V2
DC0001,BTCBNG0302,173000.0,10.0,2023-05-25 00:00:00,V2
DC0001,BTCBNG0302,191600.0,10.0,2023-10-01 00:00:00,V2
DC0001,BTCBNG0302,173000.0,10.0,2023-10-04 00:00:00,V2
DC0001,BTCBNG0302,174000.0,10.0,2023-11-01 00:00:00,V2
DC0001,BTCBNG0302,191600.0,10.0,2024-01-01 00:00:00,V2
DC0001,BTCBNG0302,173000.0,10.0,2024-02-01 00:00:00,V2
DC0001,BTCBNG0318,159000.0,10.0,2023-05-25 00:00:00,V2
DC0001,BTCBNG0318,177600.0,10.0,2023-10-01 00:00:00,V2
DC0001,BTCBNG0318,159000.0,10.0,2023-10-04 00:00:00,V2
DC0001,BTCBNG0318,160000.0,10.0,2023-11-01 00:00:00,V2
DC0001,BTCBNG0318,177600.0,10.0,2024-01-01 00:00:00,V2
DC0001,BTCBNG0318,159000.0,10.0,2024-02-01 00:00:00,V2
DC0001,BTCBNG3301,145000.0,10.0,2023-05-25 00:00:00,V2
DC0001,BTCBNG3301,163600.0,10.0,2023-10-01 00:00:00,V2
DC0001,BTCBNG3301,145000.0,10.0,2023-10-04 00:00:00,V2
DC0001,BTCBNG3301,146000.0,10.0,2023-11-01 00:00:00,V2
DC0001,BTCBNG3301,163600.0,10.0,2024-01-01 00:00:00,V2
DC0001,BTCBNG3301,145000.0,10.0,2024-02-01 00:00:00,V2
DC0001,BTCFVC0001,68000.0,8.0,2023-12-04 00:00:00,V2
DC0001,BTCFZD0001,87000.0,8.0,2023-12-04 00:00:00,V2
DC0001,BTCFZD0003,0.0,8.0,2024-01-19 00:00:00,V2
DC0001,BTCHDX0001,0.0,8.0,2023-12-04 00:00:00,V2
DC0001,BTCHDX0001,37000.0,8.0,2023-12-11 00:00:00,V2
DC0001,BTCHDX0002,0.0,8.0,2023-12-04 00:00:00,V2
DC0001,BTCHDX0002,37000.0,8.0,2023-12-11 00:00:00,V2
DC0001,BTCHLC0001,3500.0,8.0,2024-02-19 00:00:00,V2
DC0001,BTCHLC0002,6000.0,8.0,2024-02-19 00:00:00,V2
DC0001,BTCHLC0003,7000.0,8.0,2024-02-19 00:00:00,V2
DC0001,BTCHLC0004,0.0,8.0,2024-01-18 00:00:00,V2
DC0001,BTCHLC0004,4500.0,8.0,2024-02-19 00:00:00,V2
DC0001,BTCHLC0005,8000.0,8.0,2024-02-19 00:00:00,V2
DC0001,BTCHLC0006,8000.0,8.0,2024-02-19 00:00:00,V2
DC0001,BTCHLC0007,8000.0,8.0,2024-02-19 00:00:00,V2
DC0001,BTCHLC0008,9000.0,8.0,2024-02-19 00:00:00,V2
DC0001,BTCL004001,15000.0,10.0,2023-06-13 00:00:00,V2
DC0001,BTCL004001,14500.0,10.0,2023-07-01 00:00:00,V2
DC0001,BTCL004001,14500.0,8.0,2023-08-01 00:00:00,V2
DC0001,BTCL007002,25000.0,10.0,2023-06-13 00:00:00,V2
DC0001,BTCL007002,24500.0,10.0,2023-07-01 00:00:00,V2
DC0001,BTCL007002,24500.0,8.0,2023-08-01 00:00:00,V2
DC0001,BTDAKY0004,50000.0,8.0,2024-01-05 00:00:00,V2
DC0001,BTDAKY0005,93500.0,8.0,2024-01-05 00:00:00,V2
DC0001,BTDGCL0101,0.0,10.0,2023-06-23 00:00:00,V2
DC0001,BTDKBT0001,0.0,5.0,2023-12-11 00:00:00,V2
DC0001,BTDKBT0002,0.0,5.0,2023-12-11 00:00:00,V2
DC0001,BTDKCB0001,0.0,8.0,2024-01-04 00:00:00,V2
DC0001,BTDKCB0002,0.0,8.0,2024-02-21 00:00:00,V2
DC0001,BTGA9R0001,147.619,0.0,2023-12-20 00:00:00,V2
DC0001,BTGA9R0001,147619.0,0.0,2023-12-29 00:00:00,V2
DC0001,BTGA9R0003,0.0,0.0,2024-01-15 00:00:00,V2
DC0001,BTHDPH0001,108000.0,8.0,2023-12-04 00:00:00,V2
DC0001,BTHDPH0002,0.0,8.0,2024-01-19 00:00:00,V2
DC0001,BTHNDS0008,57000.0,8.0,2024-03-18 00:00:00,V2
DC0001,BTHNDS0009,28500.0,8.0,2024-03-18 00:00:00,V2
DC0001,BTHUANGIO13,155000.0,10.0,2020-01-20 00:00:00,V2
DC0001,BTHUANGIO5,335000.0,10.0,2020-01-20 00:00:00,V2
DC0001,BTHUANGIO6,468000.0,10.0,2020-01-20 00:00:00,V2
DC0001,BTKECH0001,0.0,8.0,2023-12-18 00:00:00,V2
DC0001,BTKECW0001,33000.0,8.0,2023-12-11 00:00:00,V2
DC0001,BTKEHC0001,35500.0,8.0,2023-12-11 00:00:00,V2
DC0001,BTKEHC0002,31500.0,8.0,2023-12-11 00:00:00,V2
DC0001,BTKEHC0003,67000.0,8.0,2023-12-11 00:00:00,V2
DC0001,BTKELL0002,56000.0,8.0,2023-12-04 00:00:00,V2
DC0001,BTKEMD0001,29000.0,8.0,2023-12-04 00:00:00,V2
DC0001,BTKERS0001,0.0,8.0,2023-12-29 00:00:00,V2
DC0001,BTKERS0002,0.0,8.0,2024-01-24 00:00:00,V2
DC0001,BTKETL0001,33000.0,8.0,2023-12-11 00:00:00,V2
DC0001,BTKEWO0001,0.0,8.0,2024-01-16 00:00:00,V2
DC0001,BTKXGA0001,59000.0,8.0,2023-12-11 00:00:00,V2
DC0001,BTMBLB0002,49000.0,15.0,2024-01-26 00:00:00,V2
DC0001,BTMBLB0002,49000.0,8.0,2024-01-27 00:00:00,V2
DC0001,BTMCMW0001,0.0,8.0,2024-01-15 00:00:00,V2
DC0001,BTMINM0001,0.0,8.0,2024-01-15 00:00:00,V2
DC0001,BTMINM0001,42000.0,8.0,2024-01-29 00:00:00,V2
DC0001,BTMTBM0001,54000.0,8.0,2023-12-11 00:00:00,V2
DC0001,BTMUBM0001,57000.0,8.0,2023-12-04 00:00:00,V2
DC0001,BTMUBM0002,60000.0,8.0,2023-12-04 00:00:00,V2
DC0001,BTMUBM0003,65000.0,8.0,2023-12-04 00:00:00,V2
DC0001,BTMUBM0004,45000.0,8.0,2023-12-04 00:00:00,V2
DC0001,BTMUBM0005,45000.0,8.0,2023-12-04 00:00:00,V2
DC0001,BTMUBM0006,39000.0,8.0,2023-12-04 00:00:00,V2
DC0001,BTMUBM0007,54000.0,8.0,2023-12-04 00:00:00,V2
DC0001,BTMUBM0008,60000.0,8.0,2023-12-04 00:00:00,V2
DC0001,BTMUBM0010,195000.0,8.0,2023-12-29 00:00:00,V2
