MA_KENH_BAN,MA_SAN_PHAM,GIA,VAT,AP_DUNG_TU,NGUON
DC0001,BTMUVQ0001,79000.0,8.0,2023-12-04 00:00:00,V2
DC0001,BTNCTT0001,0.0,8.0,2023-12-11 00:00:00,V2
DC0001,BTNCTT0001,11000.0,8.0,2023-12-25 00:00:00,V2
DC0001,BTNCYV0001,90000.0,8.0,2024-01-19 00:00:00,V2
DC0001,BTNCYV0001,90000.0,8.0,2024-02-19 00:00:00,V2
DC0001,BTNGCM3301,90000.0,10.0,2023-08-07 00:00:00,V2
DC0001,BTNKRA0001,42000.0,8.0,2023-12-04 00:00:00,V2
DC0001,BTNKRA0002,42000.0,8.0,2023-12-04 00:00:00,V2
DC0001,BTNMTD2201,29500.0,8.0,2023-12-20 00:00:00,V2
DC0001,BTNMTD2501,0.0,8.0,2023-12-04 00:00:00,V2
DC0001,BTNMTD2501,16500.0,8.0,2023-12-20 00:00:00,V2
DC0001,BTNNKV02901,0.0,10.0,2023-07-04 00:00:00,V2
DC0001,BTNNLE3003,0.0,10.0,2023-07-04 00:00:00,V2
DC0001,BTNNMJ3004,0.0,10.0,2023-07-04 00:00:00,V2
DC0001,BTNNTR3002,0.0,10.0,2023-07-04 00:00:00,V2
DC0001,BTOCVQ0001,0.0,8.0,2024-01-19 00:00:00,V2
DC0001,BTPHLC0001,8800.0,8.0,2024-01-08 00:00:00,V2
DC0001,BTPHLC0002,8800.0,8.0,2024-01-08 00:00:00,V2
DC0001,BTPHNM0001,0.0,8.0,2024-01-15 00:00:00,V2
DC0001,BTPHNM0001,35000.0,8.0,2024-01-29 00:00:00,V2
DC0001,BTPKBT0001,0.0,8.0,2023-12-04 00:00:00,V2
DC0001,BTPKBT0002,0.0,8.0,2024-02-01 00:00:00,V2
DC0001,BTPLBT0002,0.0,8.0,2023-12-04 00:00:00,V2
DC0001,BTPLBT0003,0.0,8.0,2023-12-04 00:00:00,V2
DC0001,BTPTBT1101,0.0,8.0,2023-08-08 00:00:00,V2
DC0001,BTQT210032,1069000.0,10.0,2023-12-18 00:00:00,V2
DC0001,BTQT240001,189000.0,10.0,2023-12-04 00:00:00,V2
DC0001,BTQT240002,249000.0,10.0,2023-12-04 00:00:00,V2
DC0001,BTQT240003,250000.0,10.0,2023-12-04 00:00:00,V2
DC0001,BTQT240004,256500.0,10.0,2023-12-04 00:00:00,V2
DC0001,BTQT240005,259500.0,10.0,2023-12-04 00:00:00,V2
DC0001,BTQT240006,262000.0,10.0,2023-12-04 00:00:00,V2
DC0001,BTQT240007,279000.0,10.0,2023-12-04 00:00:00,V2
DC0001,BTQT240008,338000.0,10.0,2023-12-04 00:00:00,V2
DC0001,BTQT240009,363000.0,10.0,2023-12-04 00:00:00,V2
DC0001,BTQT240010,378500.0,10.0,2023-12-04 00:00:00,V2
DC0001,BTQT240011,389000.0,10.0,2023-12-04 00:00:00,V2
DC0001,BTQT240012,413000.0,10.0,2023-12-04 00:00:00,V2
DC0001,BTQT240013,429000.0,10.0,2023-12-04 00:00:00,V2
DC0001,BTQT240014,451500.0,10.0,2023-12-04 00:00:00,V2
DC0001,BTQT240015,485000.0,10.0,2023-12-04 00:00:00,V2
DC0001,BTQT240016,559000.0,10.0,2023-12-04 00:00:00,V2
DC0001,BTQT240017,599000.0,10.0,2023-12-04 00:00:00,V2
DC0001,BTQT240018,830000.0,10.0,2023-12-04 00:00:00,V2
DC0001,BTQT240019,99000.0,10.0,2023-12-04 00:00:00,V2
DC0001,BTQT240020,142000.0,10.0,2023-12-04 00:00:00,V2
DC0001,BTQT240021,259000.0,10.0,2023-12-04 00:00:00,V2
DC0001,BTQT240022,150000.0,10.0,2023-12-04 00:00:00,V2
DC0001,BTQT240023,150000.0,10.0,2023-12-13 00:00:00,V2
DC0001,BTQT240024,76000.0,10.0,2023-12-13 00:00:00,V2
DC0001,BTQT240025,52000.0,10.0,2023-12-13 00:00:00,V2
DC0001,BTQT240026,250000.0,10.0,2023-12-13 00:00:00,V2
DC0001,BTQT240027,660000.0,10.0,2023-12-13 00:00:00,V2
DC0001,BTQT240028,250000.0,10.0,2023-12-13 00:00:00,V2
DC0001,BTQT240029,239000.0,10.0,2023-12-13 00:00:00,V2
DC0001,BTQT240030,156000.0,10.0,2023-12-13 00:00:00,V2
DC0001,BTQT240031,156000.0,10.0,2023-12-13 00:00:00,V2
DC0001,BTQT240037,700000.0,10.0,2024-01-19 00:00:00,V2
DC0001,BTQT240038,718000.0,10.0,2023-12-22 00:00:00,V2
DC0001,BTQT240039,580000.0,10.0,2023-12-22 00:00:00,V2
DC0001,BTQT240041,716000.0,10.0,2023-12-29 00:00:00,V2
DC0001,BTQT240042,429000.0,10.0,2023-12-29 00:00:00,V2
DC0001,BTQT240043,92500.0,10.0,2024-01-11 00:00:00,V2
DC0001,BTQT240044,245000.0,10.0,2024-01-11 00:00:00,V2
DC0001,BTQT240045,216000.0,10.0,2024-01-11 00:00:00,V2
DC0001,BTQT240046,801000.0,10.0,2024-01-15 00:00:00,V2
DC0001,BTQT240047,193000.0,10.0,2024-01-15 00:00:00,V2
DC0001,BTQT240048,211000.0,10.0,2024-01-15 00:00:00,V2
DC0001,BTQT240049,102000.0,10.0,2024-01-15 00:00:00,V2
DC0001,BTQT240050,305450.0,10.0,2024-01-15 00:00:00,V2
DC0001,BTQT240051,300000.0,10.0,2024-01-15 00:00:00,V2
DC0001,BTQT240052,200000.0,10.0,2024-01-15 00:00:00,V2
DC0001,BTQT240053,283000.0,10.0,2024-01-15 00:00:00,V2
DC0001,BTQT240054,599000.0,10.0,2024-01-16 00:00:00,V2
DC0001,BTQT240055,769000.0,10.0,2024-01-16 00:00:00,V2
DC0001,BTQT240056,3000000.0,10.0,2024-01-16 00:00:00,V2
DC0001,BTQT240057,491900.0,10.0,2024-01-19 00:00:00,V2
DC0001,BTQT240058,559000.0,10.0,2024-01-19 00:00:00,V2
DC0001,BTQT240059,365000.0,10.0,2024-01-19 00:00:00,V2
DC0001,BTQT240060,389000.0,10.0,2024-01-19 00:00:00,V2
DC0001,BTQT240061,389000.0,10.0,2024-01-19 00:00:00,V2
DC0001,BTQT240062,755000.0,10.0,2024-01-19 00:00:00,V2
DC0001,BTQT240063,305000.0,10.0,2024-01-19 00:00:00,V2
DC0001,BTQT240064,0.0,8.0,2024-01-19 00:00:00,V2
DC0001,BTQT240065,629000.0,10.0,2024-01-19 00:00:00,V2
DC0001,BTQT240066,485000.0,10.0,2024-01-24 00:00:00,V2
DC0001,BTQT240067,279000.0,10.0,2024-01-24 00:00:00,V2
DC0001,BTQT240068,300000.0,10.0,2024-01-24 00:00:00,V2
DC0001,BTQT240069,250000.0,10.0,2024-01-24 00:00:00,V2
DC0001,BTQT240070,539000.0,10.0,2024-01-24 00:00:00,V2
DC0001,BTQT240071,1800000.0,10.0,2024-01-24 00:00:00,V2
DC0001,BTQT240072,1200000.0,10.0,2024-01-24 00:00:00,V2
DC0001,BTQT240073,468650.0,10.0,2024-01-24 00:00:00,V2
DC0001,BTQT240074,819000.0,10.0,2024-01-24 00:00:00,V2
DC0001,BTQT240075,590000.0,10.0,2024-01-24 00:00:00,V2
DC0001,BTQT240076,294000.0,10.0,2024-01-30 00:00:00,V2
DC0001,BTQT240077,214500.0,10.0,2024-01-31 00:00:00,V2
DC0001,BTQT240078,173000.0,10.0,2024-01-31 00:00:00,V2
DC0001,BTQT240079,200000.0,10.0,2024-02-01 00:00:00,V2
DC0001,BTQT240080,200000.0,10.0,2024-02-01 00:00:00,V2
DC0001,BTQTHC0001,230000.0,10.0,2023-12-04 00:00:00,V2
DC0001,BTQTHC0003,397000.0,10.0,2023-12-04 00:00:00,V2
DC0001,BTRV190001,0.0,8.0,2024-01-24 00:00:00,V2
DC0001,BTRV190002,0.0,8.0,2024-01-24 00:00:00,V2
DC0001,BTRVDC0001,0.0,8.0,2023-12-04 00:00:00,V2
DC0001,BTRVDG0001,0.0,8.0,2024-01-16 00:00:00,V2
DC0001,BTRVMR0001,0.0,8.0,2024-01-24 00:00:00,V2
DC0001,BTRVOC0001,150000.0,10.0,2023-12-04 00:00:00,V2
DC0001,BTRVSB0001,0.0,8.0,2023-12-29 00:00:00,V2
DC0001,BTRVST0001,239000.0,8.0,2023-12-18 00:00:00,V2
DC0001,BTRVTB0001,0.0,8.0,2024-01-15 00:00:00,V2
DC0001,BTRVTB0002,0.0,8.0,2023-12-04 00:00:00,V2
DC0001,BTSOGD0001,0.0,8.0,2024-01-06 00:00:00,V2
DC0001,BTSOGD0003,0.0,8.0,2024-01-19 00:00:00,V2
DC0001,BTSOLI0001,0.0,8.0,2023-12-18 00:00:00,V2
DC0001,BTSOLL0001,107000.0,8.0,2023-12-04 00:00:00,V2
DC0001,BTSOLL0002,0.0,8.0,2023-12-04 00:00:00,V2
DC0001,BTSOLL0003,152500.0,8.0,2023-12-04 00:00:00,V2
DC0001,BTSOLL0004,0.0,8.0,2023-12-04 00:00:00,V2
DC0001,BTSOLL0005,61000.0,8.0,2023-12-04 00:00:00,V2
DC0001,BTSOLL0007,0.0,8.0,2024-01-15 00:00:00,V2
DC0001,BTSOLL0009,0.0,8.0,2024-01-16 00:00:00,V2
DC0001,BTSONU0001,162500.0,8.0,2023-12-12 00:00:00,V2
DC0001,BTSONU0003,0.0,8.0,2023-12-22 00:00:00,V2
DC0001,BTTDBT0001,0.0,8.0,2023-12-13 00:00:00,V2
DC0001,BTTDVQ0001,71000.0,8.0,2023-12-04 00:00:00,V2
DC0001,BTTGBT0001,0.0,8.0,2023-12-04 00:00:00,V2
DC0001,BTTGBT0002,0.0,8.0,2023-12-04 00:00:00,V2
DC0001,BTTGBT0003,11000.0,8.0,2023-12-04 00:00:00,V2
DC0001,BTTGBT0004,12500.0,8.0,2023-12-04 00:00:00,V2
DC0001,BTTLVQ0001,80000.0,8.0,2023-12-04 00:00:00,V2
DC0001,BTTLVQ0002,0.0,8.0,2024-01-19 00:00:00,V2
DC0001,BTTLZD0001,142000.0,8.0,2023-12-04 00:00:00,V2
DC0001,BTTOCS0001,0.0,8.0,2023-12-04 00:00:00,V2
DC0001,BTTOCS0001,20000.0,8.0,2024-01-15 00:00:00,V2
DC0001,BTVH2T0001,0.0,8.0,2023-12-22 00:00:00,V2
DC0001,BTVH2T0002,0.0,8.0,2023-12-22 00:00:00,V2
DC0001,BTVHBT0001,0.0,8.0,2023-12-04 00:00:00,V2
DC0001,BTVHBT0004,59000.0,8.0,2023-12-04 00:00:00,V2
DC0001,BTVHBT0005,0.0,8.0,2023-12-04 00:00:00,V2
DC0001,BTVHBT0006,95000.0,8.0,2023-12-04 00:00:00,V2
DC0001,BTVHBT0007,0.0,8.0,2024-01-24 00:00:00,V2
DC0001,BTVHBT0008,0.0,8.0,2024-01-24 00:00:00,V2
DC0001,BTVHDX0001,0.0,8.0,2023-12-13 00:00:00,V2
DC0001,BTVHDX0002,0.0,8.0,2023-12-13 00:00:00,V2
DC0001,BTXOSL1502,0.0,8.0,2023-08-08 00:00:00,V2
DC0001,BTXOSL1503,0.0,8.0,2023-08-08 00:00:00,V2
DC0001,BTYEYV0002,66000.0,8.0,2024-01-19 00:00:00,V2
DC0001,BTYEYV0002,66000.0,8.0,2024-02-19 00:00:00,V2
DC0001,BTYEYV0005,66000.0,8.0,2024-01-19 00:00:00,V2
DC0001,BTYEYV0005,66000.0,8.0,2024-02-19 00:00:00,V2
DC0001,CACAO1202,110000.0,10.0,2018-02-21 00:00:00,V2
DC0001,CAHOP1001,85000.0,10.0,2021-12-15 00:00:00,V2
DC0001,CAHOP1001,83500.0,10.0,2022-02-01 00:00:00,V2
DC0001,CAHOP1002,41000.0,10.0,2021-12-15 00:00:00,V2
DC0001,CAHOP1002,40300.0,10.0,2022-02-01 00:00:00,V2
DC0001,CAHOP1003,68000.0,10.0,2021-12-15 00:00:00,V2
DC0001,CAHOP1003,66800.0,10.0,2022-02-01 00:00:00,V2
DC0001,CAHOP1004,68000.0,10.0,2021-12-15 00:00:00,V2
DC0001,CAHOP1004,66800.0,10.0,2022-02-01 00:00:00,V2
DC0001,CAMUC4016.5,1000.0,10.0,2020-11-16 00:00:00,V2
DC0001,CAMUC4016.5,69.6969696969697,10.0,2020-12-04 00:00:00,V2
DC0001,CAMVANG4516.5,66.66666666666667,10.0,2020-12-09 00:00:00,V2
DC0001,CAOBANGGIO2,189000.0,10.0,2020-01-21 00:00:00,V2
DC0001,CB0516B,131400.0,10.0,2022-05-19 00:00:00,V2
DC0001,CB0516B,138400.0,10.0,2022-07-01 00:00:00,V2
DC0001,CB211001,178000.0,10.0,2021-09-24 00:00:00,V2
DC0001,CB211002,99000.0,10.0,2021-09-24 00:00:00,V2
DC0001,CB211003,154000.0,10.0,2021-09-24 00:00:00,V2
DC0001,CB211004,270000.0,10.0,2021-09-24 00:00:00,V2
DC0001,CBANGGIO2,191000.0,10.0,2020-01-20 00:00:00,V2
DC0001,CBCL0201,182000.0,10.0,2023-05-31 00:00:00,V2
DC0001,CBIC0201,185000.0,10.0,2021-12-15 00:00:00,V2
DC0001,CCLV,350000.0,8.0,2023-08-10 00:00:00,V2
DC0001,CCPTP,420000.0,10.0,2021-08-10 00:00:00,V2
DC0001,CCPTP,450000.0,8.0,2023-08-10 00:00:00,V2
DC0001,CCPVN,520000.0,10.0,2021-08-10 00:00:00,V2
DC0001,CCQSH,800000.0,8.0,2023-08-10 00:00:00,V2
DC0001,CCSPV,550000.0,8.0,2023-08-10 00:00:00,V2
DC0001,CCTP,350000.0,10.0,2021-08-10 00:00:00,V2
DC0001,CCU030401,148500.0,10.0,2022-01-24 00:00:00,V2
DC0001,CCU030401,139000.0,10.0,2023-06-09 00:00:00,V2
DC0001,CCU030402,126500.0,10.0,2022-01-24 00:00:00,V2
DC0001,CCU030402,119000.0,10.0,2023-06-09 00:00:00,V2
DC0001,CCU030403,126500.0,10.0,2022-01-24 00:00:00,V2
DC0001,CCU030403,119000.0,10.0,2023-06-09 00:00:00,V2
DC0001,CKDH,0.0,10.0,2021-08-25 00:00:00,V2
DC0001,CMPE101,1499000.0,10.0,2019-05-03 00:00:00,V2
DC0001,CMPE102,1799000.0,10.0,2019-05-03 00:00:00,V2
DC0001,CMPE109,3399000.0,10.0,2019-05-03 00:00:00,V2
DC0001,CMPE209,2399000.0,10.0,2019-05-03 00:00:00,V2
DC0001,CMPN001,275000.0,10.0,2019-05-03 00:00:00,V2
DC0001,CMPN002,295000.0,10.0,2019-05-17 00:00:00,V2
DC0001,CNGI002001,230000.0,10.0,2023-05-31 00:00:00,V2
DC0001,CNGI003002,250000.0,10.0,2023-05-31 00:00:00,V2
DC0001,CNPN002,295000.0,10.0,2019-05-03 00:00:00,V2
DC0001,COMBO1.1,55000.0,10.0,2019-10-19 00:00:00,V2
DC0001,COMBO1.2,55000.0,10.0,2019-10-19 00:00:00,V2
DC0001,COMBO1.3,55000.0,10.0,2019-10-19 00:00:00,V2
DC0001,COMBO1.4,55000.0,10.0,2019-10-19 00:00:00,V2
DC0001,COMBO2.1,77000.0,10.0,2019-10-19 00:00:00,V2
DC0001,COMBO2.2,77000.0,10.0,2019-10-19 00:00:00,V2
DC0001,COMBO3.1,129000.0,10.0,2019-10-19 00:00:00,V2
DC0001,COMBO3.2,129000.0,10.0,2019-10-19 00:00:00,V2
DC0001,COMBO4.1,165000.0,10.0,2019-10-19 00:00:00,V2
DC0001,COMBO4.2,165000.0,10.0,2019-10-19 00:00:00,V2
DC0001,COMBO4.3,165000.0,10.0,2019-10-19 00:00:00,V2
DC0001,COMBOGL01,97000.0,10.0,2019-10-30 00:00:00,V2
DC0001,COMBOGL02,128500.0,10.0,2019-10-30 00:00:00,V2
DC0001,COMBOT7,176000.0,10.0,2021-06-30 00:00:00,V2
DC0001,COMBOT7,186500.0,10.0,2021-07-06 00:00:00,V2
DC0001,COMBOT8,157500.0,10.0,2021-08-09 00:00:00,V2
DC0001,CST020401,95000.0,10.0,2021-11-25 00:00:00,V2
DC0001,CTP111801,17900.0,10.0,2018-03-20 00:00:00,V2
DC0001,CTP111802,35000.0,10.0,2018-03-20 00:00:00,V2
DC0001,CTP111802,34400.0,10.0,2022-02-01 00:00:00,V2
DC0001,CTP111802,35000.0,10.0,2023-01-01 00:00:00,V2
DC0001,CTP111803,85000.0,10.0,2018-03-20 00:00:00,V2
DC0001,CTP111803,83500.0,10.0,2022-02-01 00:00:00,V2
DC0001,CTP111803,85000.0,10.0,2023-01-01 00:00:00,V2
DC0001,D05,530000.0,10.0,2021-08-10 00:00:00,V2
DC0001,D09,270000.0,10.0,2021-08-10 00:00:00,V2
DC0001,D101,50000.0,10.0,2020-08-25 00:00:00,V2
DC0001,D102,59000.0,10.0,2020-08-25 00:00:00,V2
DC0001,D11,54000.0,10.0,2020-08-25 00:00:00,V2
DC0001,D11,60000.0,10.0,2021-08-10 00:00:00,V2
DC0001,D111,49000.0,10.0,2020-08-25 00:00:00,V2
DC0001,D111,52000.0,10.0,2021-08-10 00:00:00,V2
DC0001,D113,54000.0,10.0,2020-08-25 00:00:00,V2
DC0001,D114,77000.0,10.0,2020-08-25 00:00:00,V2
DC0001,D12,60000.0,10.0,2020-08-25 00:00:00,V2
DC0001,D121,50000.0,10.0,2020-08-25 00:00:00,V2
DC0001,D123,53000.0,10.0,2020-08-25 00:00:00,V2
DC0001,D131,50000.0,10.0,2020-08-25 00:00:00,V2
DC0001,D133,54000.0,10.0,2020-08-25 00:00:00,V2
DC0001,D14,70000.0,10.0,2020-08-25 00:00:00,V2
DC0001,D141,50000.0,10.0,2020-08-25 00:00:00,V2
DC0001,D141,53000.0,10.0,2021-08-10 00:00:00,V2
DC0001,D18,28000.0,10.0,2020-08-25 00:00:00,V2
DC0001,D21,58000.0,10.0,2020-08-25 00:00:00,V2
DC0001,D22,63000.0,10.0,2020-08-25 00:00:00,V2
DC0001,D24,70000.0,10.0,2020-08-25 00:00:00,V2
DC0001,D31,58000.0,10.0,2020-08-25 00:00:00,V2
DC0001,D32,63000.0,10.0,2020-08-25 00:00:00,V2
DC0001,D41,54000.0,10.0,2020-08-25 00:00:00,V2
DC0001,D42,60000.0,10.0,2020-08-25 00:00:00,V2
DC0001,D51,46000.0,10.0,2020-08-25 00:00:00,V2
DC0001,D51,51000.0,10.0,2021-08-10 00:00:00,V2
DC0001,D52,59000.0,10.0,2020-08-25 00:00:00,V2
DC0001,D53,50000.0,10.0,2020-08-25 00:00:00,V2
DC0001,D54,77000.0,10.0,2020-08-25 00:00:00,V2
DC0001,D61,50000.0,10.0,2020-08-25 00:00:00,V2
DC0001,D62,60000.0,10.0,2020-08-25 00:00:00,V2
DC0001,D71,50000.0,10.0,2020-08-25 00:00:00,V2
DC0001,D72,60000.0,10.0,2020-08-25 00:00:00,V2
DC0001,D81,50000.0,10.0,2020-08-25 00:00:00,V2
DC0001,D81,54000.0,10.0,2021-08-10 00:00:00,V2
DC0001,D82,65000.0,10.0,2020-08-25 00:00:00,V2
DC0001,DABL027001,1.0,10.0,2022-09-08 00:00:00,V2
DC0001,DABL027001,75000.0,10.0,2023-02-01 00:00:00,V2
DC0001,DABL032001,1.0,10.0,2022-09-08 00:00:00,V2
DC0001,DABL032001,135000.0,10.0,2023-02-01 00:00:00,V2
DC0001,DABL038001,1.0,10.0,2022-09-08 00:00:00,V2
DC0001,DABL038001,375000.0,10.0,2023-02-01 00:00:00,V2
DC0001,DASL027003,0.0,10.0,2023-02-03 00:00:00,V2
DC0001,DAUAN1001,46000.0,10.0,2017-08-22 00:00:00,V2
DC0001,DAUAN1001,56500.0,10.0,2021-02-01 00:00:00,V2
DC0001,DAUAN1001,55500.0,10.0,2022-02-01 00:00:00,V2
DC0001,DAUAN1002,92000.0,10.0,2017-09-14 00:00:00,V2
DC0001,DAUAN1002,113000.0,10.0,2021-02-01 00:00:00,V2
DC0001,DAUAN1002,111000.0,10.0,2022-02-01 00:00:00,V2
DC0001,DAUAN1003,138000.0,10.0,2017-09-14 00:00:00,V2
DC0001,DAUAN1003,169500.0,10.0,2021-02-01 00:00:00,V2
DC0001,DAUAN1003,166500.0,10.0,2022-02-01 00:00:00,V2
DC0001,DAUAN1004,230000.0,10.0,2017-09-14 00:00:00,V2
DC0001,DAUAN1004,282500.0,10.0,2021-02-01 00:00:00,V2
DC0001,DAUAN1004,277400.0,10.0,2022-02-01 00:00:00,V2
DC0001,DAUAN1005,45000.0,10.0,2018-01-30 00:00:00,V2
DC0001,DAUAN1006,90000.0,10.0,2018-01-30 00:00:00,V2
DC0001,DAUAN1007,135000.0,10.0,2018-01-30 00:00:00,V2
DC0001,DAUAN1008,225000.0,10.0,2018-01-30 00:00:00,V2
DC0001,DAUAN1011,45000.0,10.0,2018-01-31 00:00:00,V2
DC0001,DAUAN1012,49000.0,10.0,2018-03-20 00:00:00,V2
DC0001,DAUAN1012,59500.0,10.0,2021-02-01 00:00:00,V2
DC0001,DAUAN1012,65000.0,10.0,2022-01-01 00:00:00,V2
DC0001,DAUAN1012,63900.0,10.0,2022-02-01 00:00:00,V2
DC0001,DAUAN1012,81000.0,10.0,2022-05-01 00:00:00,V2
DC0001,DAUAN1012,75000.0,10.0,2023-04-01 00:00:00,V2
DC0001,DAUAN1012,69000.0,10.0,2023-05-01 00:00:00,V2
DC0001,DAUAN1012,67800.0,10.0,2023-07-01 00:00:00,V2
DC0001,DAUAN1012,67800.0,8.0,2023-08-01 00:00:00,V2
DC0001,DAUAN1012,65000.0,8.0,2023-10-01 00:00:00,V2
DC0001,DAUAN1012,63000.0,8.0,2023-12-01 00:00:00,V2
DC0001,DAUAN1012_KMBC,49000.0,10.0,2018-05-04 00:00:00,V2
DC0001,DAUAN1012_KMBC,53000.0,10.0,2018-07-16 00:00:00,V2
DC0001,DAUAN1013,147000.0,10.0,2018-03-20 00:00:00,V2
DC0001,DAUAN1013,178500.0,10.0,2021-02-01 00:00:00,V2
DC0001,DAUAN1013,175300.0,10.0,2022-02-01 00:00:00,V2
DC0001,DAUAN1013_KMBC,147000.0,10.0,2018-05-04 00:00:00,V2
DC0001,DAUAN1013_KMBC,159000.0,10.0,2018-07-16 00:00:00,V2
DC0001,DAUAN1014,88000.0,10.0,2018-05-04 00:00:00,V2
DC0001,DAUAN1014,107000.0,10.0,2021-02-01 00:00:00,V2
DC0001,DAUAN1014,117000.0,10.0,2022-01-01 00:00:00,V2
DC0001,DAUAN1014,114900.0,10.0,2022-02-01 00:00:00,V2
DC0001,DAUAN1014,145800.0,10.0,2022-05-01 00:00:00,V2
DC0001,DAUAN1014,135000.0,10.0,2023-04-01 00:00:00,V2
DC0001,DAUAN1014,124200.0,10.0,2023-05-01 00:00:00,V2
DC0001,DAUAN1014,122000.0,10.0,2023-07-01 00:00:00,V2
DC0001,DAUAN1014,122000.0,8.0,2023-08-01 00:00:00,V2
DC0001,DAUAN1014,117000.0,8.0,2023-10-01 00:00:00,V2
DC0001,DAUAN1014,113400.0,8.0,2023-12-01 00:00:00,V2
DC0001,DAUAN1014_KMBC,88000.0,10.0,2018-05-04 00:00:00,V2
DC0001,DAUAN1014_KMBC,96000.0,10.0,2018-07-16 00:00:00,V2
DC0001,DAUAN1015,245000.0,10.0,2018-05-04 00:00:00,V2
DC0001,DAUAN1015,297500.0,10.0,2021-02-01 00:00:00,V2
DC0001,DAUAN1015,325000.0,10.0,2022-01-01 00:00:00,V2
DC0001,DAUAN1015,319100.0,10.0,2022-02-01 00:00:00,V2
DC0001,DAUAN1015,405000.0,10.0,2022-05-01 00:00:00,V2
DC0001,DAUAN1015,375000.0,10.0,2023-04-01 00:00:00,V2
DC0001,DAUAN1015,345000.0,10.0,2023-05-01 00:00:00,V2
DC0001,DAUAN1015,338800.0,10.0,2023-07-01 00:00:00,V2
DC0001,DAUAN1015,338800.0,8.0,2023-08-01 00:00:00,V2
DC0001,DAUAN1015,325000.0,8.0,2023-10-01 00:00:00,V2
DC0001,DAUAN1015,315000.0,8.0,2023-12-01 00:00:00,V2
DC0001,DAUAN1015_KMBC,245000.0,10.0,2018-05-04 00:00:00,V2
DC0001,DAUAN1015_KMBC,265000.0,10.0,2018-07-16 00:00:00,V2
DC0001,DAUAN1016,46000.0,10.0,2018-06-13 00:00:00,V2
DC0001,DAUAN1016,56500.0,10.0,2021-02-01 00:00:00,V2
DC0001,DAUAN1016,55500.0,10.0,2022-02-01 00:00:00,V2
DC0001,DAUAN1018,230000.0,10.0,2018-06-13 00:00:00,V2
DC0001,DAUAN1019,83000.0,10.0,2018-06-13 00:00:00,V2
DC0001,DAUAN1020,132000.0,10.0,2019-03-08 00:00:00,V2
DC0001,DAUAN1020,160000.0,10.0,2021-02-01 00:00:00,V2
DC0001,DAUAN1021,41000.0,10.0,2019-04-24 00:00:00,V2
DC0001,DAUAN1022,200000.0,10.0,2019-04-24 00:00:00,V2
DC0001,DAUAN1023,59000.0,10.0,2019-04-24 00:00:00,V2
DC0001,DAUAN1024,45000.0,10.0,2019-04-24 00:00:00,V2
DC0001,DAUAN1025,45000.0,10.0,2019-04-24 00:00:00,V2
DC0001,DAUAN1026,45000.0,10.0,2019-04-24 00:00:00,V2
DC0001,DAUAN1027,73000.0,10.0,2019-04-24 00:00:00,V2
DC0001,DAUAN1027,89000.0,10.0,2021-02-01 00:00:00,V2
DC0001,DAUAN1028,55000.0,10.0,2019-04-24 00:00:00,V2
DC0001,DAUAN1028,62500.0,10.0,2021-02-01 00:00:00,V2
DC0001,DAUAN1028,62500.0,10.0,2022-01-01 00:00:00,V2
DC0001,DAUAN1028,61400.0,10.0,2022-02-01 00:00:00,V2
DC0001,DAUAN1028,60300.0,10.0,2023-07-01 00:00:00,V2
DC0001,DAUAN1028,60300.0,8.0,2023-08-01 00:00:00,V2
DC0001,DAUAN1029,30000.0,10.0,2019-04-17 00:00:00,V2
DC0001,DAUAN1029,43000.0,10.0,2019-08-19 00:00:00,V2
DC0001,DAUAN1029,56500.0,10.0,2021-02-01 00:00:00,V2
DC0001,DAUAN1029,55500.0,10.0,2022-02-01 00:00:00,V2
DC0001,DAUAN1030,77000.0,10.0,2019-10-08 00:00:00,V2
DC0001,DAUAN1030,101700.0,10.0,2021-02-01 00:00:00,V2
DC0001,DAUAN1030,99900.0,10.0,2022-02-01 00:00:00,V2
DC0001,DAUAN1031,215000.0,10.0,2019-10-08 00:00:00,V2
DC0001,DAUAN1031,282500.0,10.0,2021-02-01 00:00:00,V2
DC0001,DAUAN1031,277400.0,10.0,2022-02-01 00:00:00,V2
DC0001,DAUAN1032,46000.0,10.0,2020-02-11 00:00:00,V2
DC0001,DAUAN1033,46000.0,10.0,2020-05-15 00:00:00,V2
DC0001,DAUAN1033,56500.0,10.0,2021-02-01 00:00:00,V2
DC0001,DAUAN1033,61500.0,10.0,2022-01-01 00:00:00,V2
DC0001,DAUAN1033,60400.0,10.0,2022-02-01 00:00:00,V2
DC0001,DAUAN1033,59400.0,10.0,2023-07-01 00:00:00,V2
DC0001,DAUAN1033,59400.0,8.0,2023-08-01 00:00:00,V2
DC0001,DAUAN1034,42500.0,10.0,2020-06-10 00:00:00,V2
DC0001,DAUAN1034,56500.0,10.0,2021-02-01 00:00:00,V2
DC0001,DAUAN1034,52000.0,10.0,2021-02-19 00:00:00,V2
DC0001,DAUAN1034,51100.0,10.0,2022-02-01 00:00:00,V2
DC0001,DAUAN1036,230000.0,10.0,2020-08-05 00:00:00,V2
DC0001,DAUAN1036,282500.0,10.0,2021-02-01 00:00:00,V2
DC0001,DAUAN1036,307500.0,10.0,2022-01-01 00:00:00,V2
DC0001,DAUAN1036,302000.0,10.0,2022-02-01 00:00:00,V2
DC0001,DAUAN1036,296600.0,10.0,2023-07-01 00:00:00,V2
DC0001,DAUAN1036,296600.0,8.0,2023-08-01 00:00:00,V2
